,title,genres,description,poster,url
306,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,"['Comedy', 'Historical', 'Romance', 'Shoujo']","The story follows Benio ""Haikara-san"" Hanamura, who lost her mother when she was very young and has been raised by her father, a high-ranking official in the Japanese army. As a result, she has grown into a tomboy. Contrary to traditional Japanese notions of femininity, she studies kendo, drinks sake, dresses in often outlandish-looking Western fashions instead of the traditional kimono, and is not as interested in housework as she is in literature. She also rejects the idea of arranged marriages and believes in a woman's right to a career and to marry for love.

(Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/81/ae/81ae5fb00ad012dbbfe38f043e727d25/81ae5fb00ad012dbbfe38f043e727d25.jpg,https://aniwatch.to/haikara-san-ga-tooru-movie-2-hana-no-tokyo-dai-roman-4200
307,Dragon Ball Z: Broly – Second Coming,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']","After his loss to Goku, Broly crash lands and hibernates on earth. After some time, he is awakened by Trunks and Goten, who Broly believes is Kakarott, and goes on a rampage to kill both of them. At the same time, Gohan is on his way to challenge the Legendary Super Saiyan alone.",https://img.flawlessfiles.com/_r/300x400/100/96/6a/966abef6daae72446f67b6a2385dfe70/966abef6daae72446f67b6a2385dfe70.jpg,https://aniwatch.to/dragon-ball-z-broly-second-coming-4196
308,Dragon Ball Movie 01: Curse of the Blood Rubies,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']","A retelling of Dragon Ball's origins, this is a different version of the meeting of Goku, Bulma, Oolong, and Yamucha. They are all looking for the dragon balls for different reasons when they cross paths with an evil king named Gourmeth, who is also looking for the dragon balls. 

(Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/3a/3c/3a3c1efb45a4dc36c246334083dbacff/3a3c1efb45a4dc36c246334083dbacff.jpg,https://aniwatch.to/dragon-ball-movie-01-curse-of-the-blood-rubies-4195
309,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,"['Comedy', 'Seinen']","Comical action spy film including an indecent material (flatus) and a story of a girl who had obeyed her parents, but becomes self-aware. A mystery spy girl Lemon Sunomono suddenly appears in front of Shinnosuke, and she calls herself an emissary of Action Kamen. She had trained as a spy by her parents in the Sukashipestan Republic, and works for the Queens. Under her guidance, Shinnosuke decides to be a spy to fight for justice, and receives spy training. Under the instruction of Action Kamen, Lemon and Shinnosuke perform a mission to creep into the laboratory in the Hedelna Kingdom and recapture a capsule from an evil professor, but Lemon finds the real purpose of the Queens, and they fight to foil the plot of the Queens. (Source: Manabu Tsuribe)",https://img.flawlessfiles.com/_r/300x400/100/d2/77/d277631984bec7107266a2327816dbea/d277631984bec7107266a2327816dbea.jpg,https://aniwatch.to/crayon-shin-chan-movie-19-arashi-wo-yobu-ougon-no-spy-daisakusen-4194
310,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,"['Comedy', 'Kids', 'Supernatural']",Second Youkai Watch movie.,https://img.flawlessfiles.com/_r/300x400/100/7d/7c/7d7c4c023555871c292661a0ca0ee9ff/7d7c4c023555871c292661a0ca0ee9ff.jpg,https://aniwatch.to/youkai-watch-movie-2-enma-daiou-to-itsutsu-no-monogatari-da-nyan-4190
311,Urusei Yatsura Movie 6: Always My Darling,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']","Lupica, another one of the legion of space princesses that all seem to have found out about Earth in some tour book, appears and abducts Ataru! But Lupica isn't after Ataru for his great looks or charming personality (because he doesn't have either). Lupica's goal is the greatest love potion in the galaxy, which she intends to use to induce her sweetheart to tie the knot. To get it, she needs the possessor of the greatest lust in the universe...(Source: AniDB)",https://img.flawlessfiles.com/_r/300x400/100/af/93/af932e9e6029160f80d48dc109280db9/af932e9e6029160f80d48dc109280db9.jpg,https://aniwatch.to/urusei-yatsura-movie-6-always-my-darling-4175
312,Full Metal Panic! Movie 1: Boy Meets Girl,"['Action', 'Comedy', 'Mecha', 'Sci-Fi', 'Military']","Shikidouji, the illustrator of Shoji Gatoh's Full Metal Panic! light novel series, revealed that production has been green-lit on a ""director's cut"" version of the first Full Metal Panic!! television anime series from 2002. The director's cut will consist of three films. The announcement does not state if the film trilogy will add new footage.",https://img.flawlessfiles.com/_r/300x400/100/c7/5e/c75e8af990edd9aa3bc0180e8a2240d7/c75e8af990edd9aa3bc0180e8a2240d7.jpg,https://aniwatch.to/full-metal-panic-movie-1-boy-meets-girl-4149
313,Dragon Ball Z: The Return of Cooler,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']","A mysterious entity known as the ""Big Gete Star"" clings onto planet New Namek to absorb its energy, putting all Namekians in grave danger. Dende, Earth's new guardian, learns about the prevailing situation in his homeland and quickly requests Gokuu Son and his friends for help. Upon arrival in New Namek, they discover that the Namekians are held captive by powerful robots, whose leader turns out to be Cooler. He explains that the advanced technology of the Big Gete Star saved him from what otherwise would have been certain death. Alongside his mechanical army, Cooler proceeds to attack Gokuu and his friends to get rid of them once and for all.[Written by MAL Rewrite]",https://img.flawlessfiles.com/_r/300x400/100/42/ce/42ce92e38a558f868219d8d13b485312/42ce92e38a558f868219d8d13b485312.jpg,https://aniwatch.to/dragon-ball-z-the-return-of-cooler-4146
314,Project A-Ko,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']","Sixteen years after its destruction by a meteor, Graviton City has been rebuilt into a futuristic metropolis. However, this is of little concern to superpowered high school student Eiko Magami, who only cares about her best friend Shiiko Kotobuki and arriving at school on time. Unfortunately, the incredibly intelligent Biko Daitokuji intends to befriend Shiiko, taking Eiko's place as the Shiiko's best friend using any means she can.

Biko decides that, to accomplish this, she must defeat Eiko in combat. In order to overcome her super strength and speed, Biko creates a mecha and challenges Eiko in front of their school gate. As the two commence their battle, an extremely large spaceship hovers over Earth, searching for something left behind.

[Written by MAL Rewrite]",https://img.flawlessfiles.com/_r/300x400/100/62/2e/622e880c2b2c072f4b3143a3d350147b/622e880c2b2c072f4b3143a3d350147b.jpg,https://aniwatch.to/project-a-ko-4103
315,Armitage III: Dual-Matrix,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","A few years after they first met, Naomi Armitage and Ross Syllabus have started a family. Despite their normal lives, they must keep their identities a secret because many people believe that Robots do not deserve equal status with humans. Ross has an opportunity to abolish these ideas on Earth through a vote, but organizations in the shadows are working so that it doesn't happen.",https://img.flawlessfiles.com/_r/300x400/100/8c/84/8c84bb6f691b641b0fc71db5631d6dc9/8c84bb6f691b641b0fc71db5631d6dc9.jpg,https://aniwatch.to/armitage-iii-dual-matrix-4068
316,Dragon Quest: Your Story,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Martial Arts']","Following in his father's footsteps, Luca must find the hero who wields the zenithian sword to save his mother from Ladja. Based on Dragon Quest V: Hand of the Heavenly Bride game's story.(Source: Apple TV)",https://img.flawlessfiles.com/_r/300x400/100/33/21/332191cb94d7d0475393230707ad5ff3/332191cb94d7d0475393230707ad5ff3.jpg,https://aniwatch.to/dragon-quest-your-story-4049
317,Digimon Frontier: Island of Lost Digimon,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']","The five digi-destined children stumble upon an ancient island inhabited by two different types of digimon; The Beast types, and the Human types. When they see two young digimon-a beast and humanoid-have become friends, they decide something must be done about the feud.(Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/ee/2d/ee2d90b4b159a304f096bb6983b9ac96/ee2d90b4b159a304f096bb6983b9ac96.jpg,https://aniwatch.to/digimon-frontier-island-of-lost-digimon-4046
318,Blade of the Phantom Master,"['Action', 'Fantasy']","After wandering through the desert for days, a bitter warrior named Munsu is lost and unable to continue. His life is unexpectedly saved by Mon-ryon, a young man who dreams of becoming a secret agent for Jushin, a once-great country that was recently destroyed. Mon-ryon's goal is to save his girlfriend, Chunhyan, a born fighter who is held captive by the evil Lord Byonand. Then, from out of nowhere, blood begins trickling from his chest. He has been fatally wounded by the Sarinjas, a cannibalistic breed of desert goblin. The quick-thinking Munsu convinces these beasts to spare his life, in exchange for the peaceful handover of Mon-ryon's appetizing corpse. Although skeptical of Mon-ryon's motives, Munsu sets out to continue the mission that the young idealist described. Accompanied by an army of ghost troops, unleashed using the powers of Angyo Onshi, Munsu liberates Chunhyan. After visiting her boyfriend's final resting place, she declares herself Munsu's bodyguard and, together, they set out on a mission to punish those who stripped Jushin of its original glory.",https://img.flawlessfiles.com/_r/300x400/100/c1/f9/c1f92e5c913d63b250cd267c80bdf831/c1f92e5c913d63b250cd267c80bdf831.jpg,https://aniwatch.to/blade-of-the-phantom-master-4029
319,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Military']",Episodes 4-6 of the Soukyuu no Fafner: Dead Aggressor - The Beyond series.,https://img.flawlessfiles.com/_r/300x400/100/08/8b/088b411c5889af6a941c7883ce9be48b/088b411c5889af6a941c7883ce9be48b.jpg,https://aniwatch.to/soukyuu-no-fafner-dead-aggressor-the-beyond-part-2-4014
320,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,"['Action', 'Adventure']","Led by Kakashi Hatake, Naruto Uzumaki, Sakura Haruno, and Rock Lee are tasked to escort the extravagant Prince Michiru Tsuki and his spoiled son Hikaru to the prosperous Land of Moon when the two return from a long trip around the world. As if guarding two whimsical high-ranked individuals was not challenging enough, the prince's reckless decision to acquire an entire circus during their journey—mainly to entertain Hikaru's wish of owning the saber-toothed tiger featured in the show—further propels the mission into disarray.Just as things are finally settling down, the arrival of Michiru's convoy at the Land of Moon is met with an unforeseen crisis—the greedy Chief Minister Shabadaba has taken over the country with the assistance of mysterious, powerful ninjas. While Kakashi's team relentlessly fights the enemy by any means necessary, the two princes are forced to confront a new outlook on life through adversity.[Written by MAL Rewrite]",https://img.flawlessfiles.com/_r/300x400/100/73/d0/73d003618cd260df44e93a5baf9acb56/73d003618cd260df44e93a5baf9acb56.jpg,https://aniwatch.to/naruto-the-movie-3-guardians-of-the-crescent-moon-kingdom-4005
321,Naruto the Movie 2: Legend of the Stone of Gelel,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Supernatural']","In a tumultuous effort, the Sunagakure ninjas attempt to repel an unforeseen invasion of mysterious armored warriors on the Land of Wind. Shortly afterwards, the same armored troops led by Temujin—a skilled knight of impressive power—ambush Naruto Uzumaki, Sakura Haruno, and Shikamaru Nara, who are on a mission to recover a lost ferret. Naruto and Temujin engage in a fierce fight that ends with both of them falling off a cliff.Taken aback by their friend's sudden misfortune, Sakura and Shikamaru witness yet another alarming development: a massive moving structure appears out of nowhere, ravaging any trees and rocks in its path. While Sakura sets off to find Naruto, Shikamaru infiltrates the imposing fortress in hopes of learning more about the critical situation. Entangled in a relentless conflict, the Konohagakure ninjas join forces with their Sunagakure counterparts to defeat the common enemy. However, amidst the turmoil, a clash between two different visions of an ideal world emerges.[Written by MAL Rewrite]",https://img.flawlessfiles.com/_r/300x400/100/11/1f/111f06edfffba5f46f5cac05db2a6bce/111f06edfffba5f46f5cac05db2a6bce.jpg,https://aniwatch.to/naruto-the-movie-2-legend-of-the-stone-of-gelel-4004
322,Dragon Ball Movie 03: Mystical Adventure,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']","Emperor Chiaotzu's wife has gone missing, and he is told by Master Shen that if he collects the seven dragon balls he can call upon the eternal dragon and wish for her return. Meanwhile, Goku and Krillin attend the World Martial Arts Tournament, which is hosted by the Emperor; Bora and his son Upa attempt to hide the dragon ball they found from the emperor's forces, which are under the control of the evil Shen and General Tao; and Bulma conducts her own search for the dragon balls with the help of Yamcha, Puar, and Oolong.

(Source: Written by page8701 from IMDB)",https://img.flawlessfiles.com/_r/300x400/100/4f/69/4f69e62cd0836c7fbcbddbd31aee16f7/4f69e62cd0836c7fbcbddbd31aee16f7.jpg,https://aniwatch.to/dragon-ball-movie-03-mystical-adventure-3985
323,Doraemon Movie 06: Nobita's Little Space War,"['Fantasy', 'Kids', 'Space']","Papi, the tiny president of a faraway planet, escapes to Earth to avoid being captured by the military forces that took over. Despite being welcomed by Doraemon, Nobita and their friends, the little alien notices that his enemies have also reached this world and doesn't want to get his human friends involved in this war. Doraemon, Nobita, Gian, Suneo, and Shizuka start a big adventure as they try to hide and protect Papi.

(Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/0d/79/0d79e07029bfe24912df727aab907715/0d79e07029bfe24912df727aab907715.jpg,https://aniwatch.to/doraemon-movie-06-nobitas-little-space-war-3984
324,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,"['Adventure', 'Comedy', 'Seinen']","Comical adventure story starring Kasukabe Defense Forces and dealing with ""food"" as theme. Kasukabe Defense Forces (Shinnosuke and his mates: Kazama-kun, Nene-chan, Masao-kun and Bo-chan) decide to attend ""B-class Gourmet Carnival"", a big event in Kasukabe, without their parents, to eat very tasty yakisoba sauce cooked by ""Sauce's Ken"". On the way, a mystery woman asks them to bring a legendary sauce to Sauce's Ken. They head to the event site with the sauce, but they wander off into a mountain, and ""A-class Gourmet Organization"", an organization plotting to eliminate B-class gourmet, seeks to take the sauce away from them.(Source: Manabu Tsuribe)",https://img.flawlessfiles.com/_r/300x400/100/5f/10/5f109e3be40a6f359cdc6a218b9a5ba0/5f109e3be40a6f359cdc6a218b9a5ba0.jpg,https://aniwatch.to/crayon-shin-chan-movie-21-bakauma-b-kyuu-gourmet-survival-battle-3981
325,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"['Action', 'Adventure', 'Comedy', 'Seinen']","Hiroshi was ordered to be the manager of his company's Mexico branch in order to collect the fruit of a new type of cactus that has the sweetest nectar. So, Nohara family packs up and moves to Mexico to live there. They had to bid farewell to their acquaintances and the citizens of Kasukabe with tears. Shinnosuke heard that Mexican young girls are stylish and beautiful and became eager for this journey. On arriving at Mardequellyovaca city in Mexico, a new life full of anxiety, surrounded by unique neighbors awaits them. But Shinnosuke and Nohara family had no idea that flesh-eating killer cactuses are going to attack.To save the town, the Nohara family and their neighbors work together to fight against ""Killer Cactus"". (Source: Wikipedia)",https://img.flawlessfiles.com/_r/300x400/100/f6/9c/f69cb45a916d9a10f3c21dea1dece289/f69cb45a916d9a10f3c21dea1dece289.jpg,https://aniwatch.to/crayon-shin-chan-movie-23-ora-no-hikkoshi-monogatari-saboten-daisuugeki-3958
326,Crayon Shin-chan: Action Mask vs. Leotard Devil,"['Action', 'Adventure', 'Comedy', 'Seinen']","By finding a rare Action Kamen card, Shinnosuke Nohara and his family end up being chosen to go to a parallel world and help foil an alien invasion that is occurring over there. (Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/a7/9d/a79dda83f63668d07f5cb3ef101b3cc1/a79dda83f63668d07f5cb3ef101b3cc1.jpg,https://aniwatch.to/crayon-shin-chan-action-mask-vs-leotard-devil-3957
327,Blood: The Last Vampire,"['Horror', 'Vampire', 'Supernatural']","Teropterids are evil beasts which pose as humans and live only to drink human blood. Fortunately for the human world there are groups dedicated to destroying them. A brooding and mysterious girl named Saya is the best teropterid slayer there is, and now, in 1960s Japan, she is sent to a U. S. army base which may be infested...",https://img.flawlessfiles.com/_r/300x400/100/4a/7b/4a7b3852b03afd3b43850ba098b4c531/4a7b3852b03afd3b43850ba098b4c531.jpg,https://aniwatch.to/blood-the-last-vampire-3956
328,Yu☆Gi☆Oh! (Movie),"['Adventure', 'Comedy', 'Fantasy', 'Game', 'Shounen']","""Blue Eyes White Dragon will bring victory"" while ""Red Eyes Black Dragon will bring the potential of victory"". A shy duelist stumbles upon the legendary Red Eyes Black Dragon, with that card in his possession, he must learn to bring out his confidence to duel.

(Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/d6/3f/d63f593ee8864e53ac2bd90a2601bbe2/d63f593ee8864e53ac2bd90a2601bbe2.png,https://aniwatch.to/yugioh-movie-3936
329,Pokemon The Movie 13: Zoroark: Master of Illusions,"['Action', 'Adventure', 'Fantasy', 'Kids']","The shapeshifting Pokémon Zorua and Zoroark are captured by a mysterious group intent on using their illusory powers for their own gain. They unleash Zoroark on Crown City, forcing her beforehand to take the form of Suicune, Entei, and Raikou, the guardians of the town.As Satoshi and his companions visit Crown City to watch the much-anticipated Pokémon Baccer World Cup, they encounter Zorua, who managed to escape captivity. At the same time, Zoroark goes on a rampage, unaware of Zorua's breakout. Disguised as the Legendary Beast Trio, she starts destroying the city and terrorizing its inhabitants.Will Satoshi manage to stop the deranged Pokémon before Crown City perishes? Will the sudden arrival of long-unseen Celebi change the outcome of the seemingly inevitable clash between Zoroark and the impersonated Legendary Beasts?[Written by MAL Rewrite]",https://img.flawlessfiles.com/_r/300x400/100/df/9c/df9c5a0fa63643983e5ce020a6b421db/df9c5a0fa63643983e5ce020a6b421db.jpg,https://aniwatch.to/pokemon-the-movie-13-zoroark-master-of-illusions-3917
331,Dragon Ball Z: Super Android 13!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']","Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him. (Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/9d/86/9d86d8fdff6282a65d10913a3a4a9b2a/9d86d8fdff6282a65d10913a3a4a9b2a.jpg,https://aniwatch.to/dragon-ball-z-super-android-13-3896
332,Crayon Shin-chan Movie 03: Unkokusai's Ambition,"['Comedy', 'Historical', 'Sci-Fi', 'Seinen']","A member of the Time Patrol finds out that there is a disturbance in Japan, 1570. While heading to that particular time and location to investigate, she is attacked and ends up stuck underground the Nohara residence at the end of the 20th century Japan. Having limited resources at hand, she is forced to ask for the help of the Nohara family. Together they go back in time and meet with a samurai named Fubuki-maru who believes that they are the legendary three persons and dog whom someone from her family would eventually meet in a crucial moment. The lonely samurai asks for their assistance in defeating the man that possesses strange magical powers, the sinister Unkokusai lord.

(Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/d7/8a/d78a0afacf2e50ca95acbf16105abaf9/d78a0afacf2e50ca95acbf16105abaf9.jpg,https://aniwatch.to/crayon-shin-chan-movie-03-unkokusais-ambition-3892
333,Gauche the Cellist,"['Drama', 'Fantasy', 'Kids', 'Music']","The story concerns Gauche, a professional cellist. During rehearsals for a performance, he is scolded by the conductor because his playing is not good enough. His timing is off and he seems to have no ""feel"" for the music.

Gauche returns to his lonely cottage and starts practicing. Then a cat enters who tricks him into understanding the inner meaning of the music. The importance of practice is shown by a cuckoo, rhythm by a badger and tenderness by a mouse. In four days he learns the true meaning and feeling of music and develops into a great musician.

Laced with popular classical music this special combines fun and inspiration for all ages and audiences.",https://img.flawlessfiles.com/_r/300x400/100/51/03/5103eeed1aca09bf667c0b2e42cc5759/5103eeed1aca09bf667c0b2e42cc5759.jpg,https://aniwatch.to/gauche-the-cellist-3890
334,Macross 7: The Movie - The Galaxy is Calling Me,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mecha', 'Music', 'Sci-Fi', 'Shounen']","While investigating a sound anomaly across the galaxy, Basara crash-lands on a snowy planet and receives an unfriendly welcome from the local residents. On the planet, he befriends Pedro, a four-year-old boy who watches the Galaxy Network and idolizes Fire Bomber. Basara also discovers that the sound he's searching for is generated by Emilia, a lone Meltrandi struggling to make music of her own.

(Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/e6/bc/e6bc8f6108040dc52a69a8b9417a75bc/e6bc8f6108040dc52a69a8b9417a75bc.jpg,https://aniwatch.to/macross-7-the-movie-the-galaxy-is-calling-me-3882
335,The Empire of Corpses,"['Historical', 'Sci-Fi', 'Psychological']","By the 19th century, humanity has cultivated technology enabling the reanimation of corpses. Unable to experience individual thoughts or emotions, the corpses are programmed by humans to act as laborers in various occupations.

This newfound technology, however, comes with a catch. Science may be able to restore the corpses' ability to move, yet it cannot return what every corpse loses at death: the soul. But Doctor Victor Frankenstein, who vanished shortly after his revolutionary work on corpse reanimation, is said to have revived the only corpse in possession of a soul.

In pursuit of this scientific knowledge, London medical student John Watson hopes to fulfill his promise to his late partner, Friday. After being scouted by a government agency, Watson is on a hunt to obtain Frankenstein's notes, which he believes hold the key to the secrets of the soul. During his search, Watson uncovers the harsh realities of the developing corpse technology and the price he must pay to advance his research.

[Written by MAL Rewrite]",https://img.flawlessfiles.com/_r/300x400/100/b5/1d/b51d9e4fae492dd6d04d061233ef4978/b51d9e4fae492dd6d04d061233ef4978.jpg,https://aniwatch.to/the-empire-of-corpses-3854
336,Pokemon The Movie 04: Celebi: Voice of the Forest,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']","40 years ago, a Celebi was being attacked by a Pokemon Hunter. Luckily, a young boy named Sammy saved Celebi. Using its Time Traveling power, Celebi transported himself and Sammy 40 years into the future. There, Ash, Misty, and Brock assist Sammy to the healing lake in the forest so they can heal the wounded Celebi. Unfortunately an evil Team Rocket member, Viscious a.k.a. ""The Iron Masked Marauder"", tries to capture Celebi using his technology. As Ash and Co. try to get away from Viscious, they also run into Jessie, James, and Meowth, who also want to capture Celebi. Soon it becomes a race against time to get Celebi and Sammy back to the forest before Celebi is caught and is used to destroy the forest and themselves. (Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/3f/f2/3ff28711d37f5870f235bca7dfb80db4/3ff28711d37f5870f235bca7dfb80db4.jpg,https://aniwatch.to/pokemon-the-movie-04-celebi-voice-of-the-forest-3836
337,Hotori: Tada Saiwai wo Koinegau,"['Drama', 'Sci-Fi']","At the Personality Plant, robots are being built and slowly outfitted with the artificial memories of real people. Suzu is one such robot, being made to replace the young boy a family has lost. By chance, he meets Hotori, a young girl suffering from progressive memory loss. The two children become friends and attempt to define themselves in the light of their changing memories.",https://img.flawlessfiles.com/_r/300x400/100/3f/f2/3ff2f00bdf8674847f53d77cf74a0512/3ff2f00bdf8674847f53d77cf74a0512.jpg,https://aniwatch.to/hotori-tada-saiwai-wo-koinegau-3824
339,Crayon Shin-chan Movie 02: The Secret Treasure of Buri Buri Kingdom,"['Action', 'Adventure', 'Comedy', 'Seinen']","An action adventure film set in a imaginary southern island in the Indian Ocean. The evil secret society, ""White Snake"" abducted Shinnosuke and Prince Sunnokeshi of the Buri Buri Kingdom, who looks very much like Shinnosuke, in order to get the kingdom's hidden treasure in the golden palace underground. Shinnosuke's parents, Hiroshi and Misae fight with Lulu, the major of the palace guard of the kingdom, against White Snake, trying to recapture Shinnosuke and the prince. 

(Source: Manabu Tsuribe)",https://img.flawlessfiles.com/_r/300x400/100/f9/da/f9da47730ba646e75d3c015353ace509/f9da47730ba646e75d3c015353ace509.jpg,https://aniwatch.to/crayon-shin-chan-movie-02-the-secret-treasure-of-buri-buri-kingdom-3814
340,Crayon Shin-chan Movie 06: Blitzkrieg! Pig's Hoof's Secret Mission,"['Comedy', 'Ecchi', 'School', 'Slice of Life', 'Seinen']","A full-scale action film with tastes of the ""'007"" series and Jackie Chan's movies. The members of the secret organization for world peace 'SML', code-named 'Oiroke' (sexual attractiveness) and 'Kinniku' (muscle), who join hands with the Nohara family and Kasukabe Defense Forces (Shinnosuke Nohara and his mates: Kazama-kun, Nene-chan, Masao-kun and Bo-chan), and fight against the evil organization 'Buta no Hizume' (Pig's Hoof), who tries to conquer the world by using a computer virus. 

(Source: Manabu Tsuribe)",https://img.flawlessfiles.com/_r/300x400/100/95/c7/95c732f755759befbc2479fd91198a8d/95c732f755759befbc2479fd91198a8d.jpg,https://aniwatch.to/crayon-shin-chan-movie-06-blitzkrieg-pigs-hoofs-secret-mission-3787
341,Modest Heroes,"['Action', 'Adventure', 'Drama', 'Fantasy']","Modest Heroes will consist of three shorts by three different directors: ""Kanini & Kanino"" (""Kanini to Kanino"") by Hiromasa Yonebayashi will be a 15-minute fantasy adventure story of two crab siblings, and will be long. ""Life Ain't Gonna Lose"" (""Samurai Egg"") by Yoshiyuki Momose will be a 15-minute ""human drama"" showing the love between a mother and a boy. ""Invisible"" (""Tōmei Ningen"") by Akihiko Yamashita will be a 14-minute ""action spectacle"" that centers on the lonely struggle of one invisible man. Studio Ponoc describes the shorts as ""tales of modest heroes of our times.""(Source: ANN, edited)",https://img.flawlessfiles.com/_r/300x400/100/63/3c/633c070c21a5fa9a5973c988ab41787a/633c070c21a5fa9a5973c988ab41787a.jpg,https://aniwatch.to/modest-heroes-3786
342,Vexille,"['Action', 'Sci-Fi', 'Military']","In an alternate 21st century, the robotics industry undergoes a period of rapid advancement worldwide. By the year 2050, Japan has firmly established itself as the leader in robotic technology and manufacture with Daiwa Heavy Industries. As the technology evolves to include robotic enhancements to the human body, the blurring of the line between man and machine triggers a sudden shift in world opinion. In response, the U.N. passes a unilateral ban of further research and development on robotics in 2067. Japan fiercely objects to this ban, but is unable to prevent its passage. In protest, Japan withdrew from international politics and chose to pursue a policy of high-tech national isolation. While only trade continues, Japan disappears from the world scene.

Ten years later, a series of bizarre incidents lead the American technology police agency SWORD to believe that Japan has concealed extensive development of banned technologies through the use of the RACE network. SWORD dispatches a unit of special agents to infiltrate Japan and gather intelligence on the country. Vexille, a veteran agent among the group, uncovers the horrifying truth behind the ten years of isolation.",https://img.flawlessfiles.com/_r/300x400/100/df/b4/dfb4ac1d17b08f0233db95a58401c6a2/dfb4ac1d17b08f0233db95a58401c6a2.jpg,https://aniwatch.to/vexille-3781
343,Pokemon The Movie 11: Giratina and the Sky Warrior,"['Action', 'Adventure', 'Fantasy', 'Kids']","The legendary Renegade Pokémon, Giratina, encounters the Temporal Pokémon Dialga by a lake and successfully manages to drag Dialga into its home—an alternate dimension separate from the normal world. But a small green Pokémon gets gotten dragged in as well—and though it somehow escapes, Dialga uses this opportunity to escape as well after preventing Giratina from chasing after it.After accidentally ruining Satoshi and his friends' picnic, the green Pokémon is taken to the Pokémon Center where it is treated for injuries and introduced as Shaymin, the mythical Gratitude Pokémon. Using telepathy, Shaymin demands that Satoshi, Hikari, and Takeshi take it somewhere. But before they can find out where to go, the group find themselves being pursued by both Giratina and a strange man named Zero—both in search of little Shaymin! Will Satoshi and his friends be able to find Shaymin's desired place while keeping themselves out of danger?[Written by MAL Rewrite]",https://img.flawlessfiles.com/_r/300x400/100/f2/4a/f24a301349d016405c75d438f5668468/f24a301349d016405c75d438f5668468.jpg,https://aniwatch.to/pokemon-the-movie-11-giratina-and-the-sky-warrior-3772
344,"Doraemon the Movie: The Records of Nobita, Spaceblazer","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']","Nobita has been having a weird dream about a boy named Roppel and his strange companion Chami traveling in space. By a twist of fate, he met them in person where it turns out that they are real and that they were being pursued in space, causing their space vehicle to malfunction, connecting the space vehicle itself with Nobita's room. They journeyed to Roppel's planet and amidst their enjoyment, Nobita and Doraemon pledged to help Roppel's planet free from their oppressors. (Source: ANN)",https://img.flawlessfiles.com/_r/300x400/100/55/02/5502f363cd77b141c15f703fdc435fad/5502f363cd77b141c15f703fdc435fad.jpg,https://aniwatch.to/doraemon-the-movie-the-records-of-nobita-spaceblazer-3729
